Country,Year,GDP,GDP_Growth,GDP_per_Capita,Inflation,Unemployment,Population
Sudan,2005,35182711987.974,5.64351551343631,905.543640136719,18.054402868472,15.546,31262444.0
Sudan,2010,58962978034.4828,3.85824195230107,1305.63598632813,22.6694192116219,15.161,35414399.0
Sudan,2015,51726758676.7677,1.91017689052751,1292.37963867188,14.0225574392301,14.347,40024431.0
Sudan,2020,27034593750.0,-3.62980082410752,577.795227050781,115.65291501439,11.958,46789231.0
Tanzania,2000,13371767081.7428,4.52078463603256,401.698150634766,8.20110424713742,3.127,34260139.0
Tanzania,2005,18395383647.4975,7.47631925974784,483.334869384766,6.42620252324851,3.194,39182076.0
Tanzania,2010,32012892919.37,6.33652342666889,736.530151367188,9.42871625296149,3.029,44758488.0
Tanzania,2015,47413919817.124,6.16062877406682,939.127319335938,7.59136402332241,2.159,52020962.0
Tanzania,2020,66068737786.0639,1.99196460647855,1117.41528320313,6.42301399038681,2.781,60972798.0
Togo,2000,2106848752.27753,-0.783479610048047,409.889802792768,10.0494567461461,4.174,5140037.0
Togo,2005,3221910408.46516,-4.66629938413338,551.259850017077,5.87615776622891,4.157,5844631.0
Togo,2010,4746389531.6959,5.85435269410561,704.987164181378,-0.0933359947250096,2.383,6732590.0
Togo,2015,5755461035.38026,5.46803129272737,751.052405084336,2.20271127261411,2.204,7663195.0
Togo,2020,7400284167.78479,1.99215501870344,853.578220263722,1.93311361980237,2.225,8669720.0
Uganda,2000,6193246837.09687,3.141907338187,258.050338731086,11.1173058824862,3.529,24000150.0
Uganda,2005,9239221763.05793,6.33256511623156,330.405402707025,-1.74118529180637,1.9,27963289.0
Uganda,2010,26673441430.7857,5.63761163749757,823.488144282,5.63761163813462,3.619,32390802.0
Uganda,2015,32387183730.1002,5.18785986002466,862.934610355811,5.18785986456285,2.679,37531446.0
Uganda,2020,37600368239.8824,2.95130642218098,845.76646385001,2.72148444149991,3.831,44457152.0
Zambia,2000,3600632111.41414,3.89732294341896,359.429500988221,32.6138705117288,12.93,10017631.0
Zambia,2005,8331870169.14977,7.23559900655543,710.982068171696,16.6501990728872,15.9,11718819.0
Zambia,2010,20265559483.8548,10.2982233241213,1451.10616017155,13.9509131934519,13.19,13965594.0
Zambia,2015,21251216798.7762,2.92037511217961,1295.87788680068,6.65929211357343,5.942,16399089.0
Zambia,2020,18137764930.651,-2.78505506545167,951.644316655957,13.9138706178858,6.033,19059395.0
Zimbabwe,2000,6689958138.66446,-3.05918974918636,562.556945680495,0.627900021035785,5.684,11892055.0
Zimbabwe,2005,5755215663.40053,-5.71108370650366,461.028318446444,5.13660110663443,4.622,12483432.0
Zimbabwe,2010,12041602761.7901,19.6754076562536,901.55051752819,4.09763792616167,5.447,13356548.0
Zimbabwe,2015,19963058858.4528,1.77985354092071,1386.41855927575,0.6073776052814,5.377,14399013.0
Zimbabwe,2020,26868564055.12,-7.81693284075131,1730.45391034701,604.945608779248,8.621,15526888.0
